code,country,region,income_group,year,rate
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1984,4.566
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1985,4.495
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1986,4.409
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1987,4.352
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1988,4.18
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1989,3.983
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1990,3.724
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1991,3.618
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1992,3.479
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1993,3.372
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1994,3.258
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1995,3.172
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1996,2.991
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1997,2.734
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1998,2.63
ZAF,South Africa,Sub-Saharan Africa,Upper middle,1999,2.559
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2000,2.413
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2001,2.373
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2002,2.324
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2003,2.358
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2004,2.436
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2005,2.512
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2006,2.548
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2007,2.545
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2008,2.679
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2009,2.501
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2010,2.445
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2011,2.436
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2012,2.447
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2013,2.428
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2014,2.424
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2015,2.359
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2016,2.261
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2017,2.334
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2018,2.418
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2019,2.475
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2020,2.401
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2021,2.374
ZAF,South Africa,Sub-Saharan Africa,Upper middle,2022,2.341
KOR,South Korea,East Asia & Pacific,High,1960,5.949
KOR,South Korea,East Asia & Pacific,High,1961,5.81
KOR,South Korea,East Asia & Pacific,High,1962,5.624
KOR,South Korea,East Asia & Pacific,High,1963,5.407
KOR,South Korea,East Asia & Pacific,High,1964,5.188
KOR,South Korea,East Asia & Pacific,High,1965,4.995
KOR,South Korea,East Asia & Pacific,High,1966,4.81
KOR,South Korea,East Asia & Pacific,High,1967,4.634
KOR,South Korea,East Asia & Pacific,High,1968,4.489
KOR,South Korea,East Asia & Pacific,High,1969,4.47
KOR,South Korea,East Asia & Pacific,High,1970,4.53
KOR,South Korea,East Asia & Pacific,High,1971,4.54
KOR,South Korea,East Asia & Pacific,High,1972,4.12
KOR,South Korea,East Asia & Pacific,High,1973,4.07
KOR,South Korea,East Asia & Pacific,High,1974,3.77
KOR,South Korea,East Asia & Pacific,High,1975,3.43
KOR,South Korea,East Asia & Pacific,High,1976,3
KOR,South Korea,East Asia & Pacific,High,1977,2.99
KOR,South Korea,East Asia & Pacific,High,1978,2.64
KOR,South Korea,East Asia & Pacific,High,1979,2.9
KOR,South Korea,East Asia & Pacific,High,1980,2.82
KOR,South Korea,East Asia & Pacific,High,1981,2.57
KOR,South Korea,East Asia & Pacific,High,1982,2.39
KOR,South Korea,East Asia & Pacific,High,1983,2.06
KOR,South Korea,East Asia & Pacific,High,1984,1.74
KOR,South Korea,East Asia & Pacific,High,1985,1.66
KOR,South Korea,East Asia & Pacific,High,1986,1.58
KOR,South Korea,East Asia & Pacific,High,1987,1.53
KOR,South Korea,East Asia & Pacific,High,1988,1.55
KOR,South Korea,East Asia & Pacific,High,1989,1.56
KOR,South Korea,East Asia & Pacific,High,1990,1.57
KOR,South Korea,East Asia & Pacific,High,1991,1.71
KOR,South Korea,East Asia & Pacific,High,1992,1.76
KOR,South Korea,East Asia & Pacific,High,1993,1.654
KOR,South Korea,East Asia & Pacific,High,1994,1.656
KOR,South Korea,East Asia & Pacific,High,1995,1.634
KOR,South Korea,East Asia & Pacific,High,1996,1.574
KOR,South Korea,East Asia & Pacific,High,1997,1.537
KOR,South Korea,East Asia & Pacific,High,1998,1.464
KOR,South Korea,East Asia & Pacific,High,1999,1.425
KOR,South Korea,East Asia & Pacific,High,2000,1.48
KOR,South Korea,East Asia & Pacific,High,2001,1.309
KOR,South Korea,East Asia & Pacific,High,2002,1.178
KOR,South Korea,East Asia & Pacific,High,2003,1.191
KOR,South Korea,East Asia & Pacific,High,2004,1.164
KOR,South Korea,East Asia & Pacific,High,2005,1.085
KOR,South Korea,East Asia & Pacific,High,2006,1.132
KOR,South Korea,East Asia & Pacific,High,2007,1.259
KOR,South Korea,East Asia & Pacific,High,2008,1.192
KOR,South Korea,East Asia & Pacific,High,2009,1.149
KOR,South Korea,East Asia & Pacific,High,2010,1.226
KOR,South Korea,East Asia & Pacific,High,2011,1.244
KOR,South Korea,East Asia & Pacific,High,2012,1.297
KOR,South Korea,East Asia & Pacific,High,2013,1.187
KOR,South Korea,East Asia & Pacific,High,2014,1.205
KOR,South Korea,East Asia & Pacific,High,2015,1.239
KOR,South Korea,East Asia & Pacific,High,2016,1.172
KOR,South Korea,East Asia & Pacific,High,2017,1.052
KOR,South Korea,East Asia & Pacific,High,2018,0.977
KOR,South Korea,East Asia & Pacific,High,2019,0.918
KOR,South Korea,East Asia & Pacific,High,2020,0.837
KOR,South Korea,East Asia & Pacific,High,2021,0.808
KOR,South Korea,East Asia & Pacific,High,2022,0.778
SSD,South Sudan,Sub-Saharan Africa,Low,1960,6.721
SSD,South Sudan,Sub-Saharan Africa,Low,1961,6.733
SSD,South Sudan,Sub-Saharan Africa,Low,1962,6.747
SSD,South Sudan,Sub-Saharan Africa,Low,1963,6.763
SSD,South Sudan,Sub-Saharan Africa,Low,1964,6.781
SSD,South Sudan,Sub-Saharan Africa,Low,1965,6.8
SSD,South Sudan,Sub-Saharan Africa,Low,1966,6.819
SSD,South Sudan,Sub-Saharan Africa,Low,1967,6.838
SSD,South Sudan,Sub-Saharan Africa,Low,1968,6.855
SSD,South Sudan,Sub-Saharan Africa,Low,1969,6.869
SSD,South Sudan,Sub-Saharan Africa,Low,1970,6.881
SSD,South Sudan,Sub-Saharan Africa,Low,1971,6.892
SSD,South Sudan,Sub-Saharan Africa,Low,1972,6.903
SSD,South Sudan,Sub-Saharan Africa,Low,1973,6.912
SSD,South Sudan,Sub-Saharan Africa,Low,1974,6.92
SSD,South Sudan,Sub-Saharan Africa,Low,1975,6.924
SSD,South Sudan,Sub-Saharan Africa,Low,1976,6.922
SSD,South Sudan,Sub-Saharan Africa,Low,1977,6.913
SSD,South Sudan,Sub-Saharan Africa,Low,1978,6.897
SSD,South Sudan,Sub-Saharan Africa,Low,1979,6.874
SSD,South Sudan,Sub-Saharan Africa,Low,1980,6.85
SSD,South Sudan,Sub-Saharan Africa,Low,1981,6.829
SSD,South Sudan,Sub-Saharan Africa,Low,1982,6.813
SSD,South Sudan,Sub-Saharan Africa,Low,1983,7.134
SSD,South Sudan,Sub-Saharan Africa,Low,1984,7.437
SSD,South Sudan,Sub-Saharan Africa,Low,1985,7.769
SSD,South Sudan,Sub-Saharan Africa,Low,1986,7.907
SSD,South Sudan,Sub-Saharan Africa,Low,1987,7.947
SSD,South Sudan,Sub-Saharan Africa,Low,1988,8.012
SSD,South Sudan,Sub-Saharan Africa,Low,1989,7.993
SSD,South Sudan,Sub-Saharan Africa,Low,1990,7.988
SSD,South Sudan,Sub-Saharan Africa,Low,1991,8.004
SSD,South Sudan,Sub-Saharan Africa,Low,1992,7.999
SSD,South Sudan,Sub-Saharan Africa,Low,1993,8.005
SSD,South Sudan,Sub-Saharan Africa,Low,1994,7.989
SSD,South Sudan,Sub-Saharan Africa,Low,1995,7.962
SSD,South Sudan,Sub-Saharan Africa,Low,1996,7.985
SSD,South Sudan,Sub-Saharan Africa,Low,1997,7.965
SSD,South Sudan,Sub-Saharan Africa,Low,1998,7.817
SSD,South Sudan,Sub-Saharan Africa,Low,1999,7.672
SSD,South Sudan,Sub-Saharan Africa,Low,2000,7.513
SSD,South Sudan,Sub-Saharan Africa,Low,2001,7.369
SSD,South Sudan,Sub-Saharan Africa,Low,2002,7.191
SSD,South Sudan,Sub-Saharan Africa,Low,2003,6.851
SSD,South Sudan,Sub-Saharan Africa,Low,2004,6.517
SSD,South Sudan,Sub-Saharan Africa,Low,2005,6.171
SSD,South Sudan,Sub-Saharan Africa,Low,2006,5.82
SSD,South Sudan,Sub-Saharan Africa,Low,2007,5.638
SSD,South Sudan,Sub-Saharan Africa,Low,2008,5.552
SSD,South Sudan,Sub-Saharan Africa,Low,2009,5.465
SSD,South Sudan,Sub-Saharan Africa,Low,2010,5.376
SSD,South Sudan,Sub-Saharan Africa,Low,2011,5.286
SSD,South Sudan,Sub-Saharan Africa,Low,2012,5.197
SSD,South Sudan,Sub-Saharan Africa,Low,2013,5.108
SSD,South Sudan,Sub-Saharan Africa,Low,2014,5.022
SSD,South Sudan,Sub-Saharan Africa,Low,2015,4.937
SSD,South Sudan,Sub-Saharan Africa,Low,2016,4.855
SSD,South Sudan,Sub-Saharan Africa,Low,2017,4.775
SSD,South Sudan,Sub-Saharan Africa,Low,2018,4.696
SSD,South Sudan,Sub-Saharan Africa,Low,2019,4.619
SSD,South Sudan,Sub-Saharan Africa,Low,2020,4.543
SSD,South Sudan,Sub-Saharan Africa,Low,2021,4.469
SSD,South Sudan,Sub-Saharan Africa,Low,2022,4.337
ESP,Spain,Europe & Central Asia,High,1960,2.86
ESP,Spain,Europe & Central Asia,High,1961,2.77
ESP,Spain,Europe & Central Asia,High,1962,2.8
ESP,Spain,Europe & Central Asia,High,1963,2.88
ESP,Spain,Europe & Central Asia,High,1964,3.01
ESP,Spain,Europe & Central Asia,High,1965,2.94
ESP,Spain,Europe & Central Asia,High,1966,2.91
ESP,Spain,Europe & Central Asia,High,1967,2.94
ESP,Spain,Europe & Central Asia,High,1968,2.87
ESP,Spain,Europe & Central Asia,High,1969,2.86
ESP,Spain,Europe & Central Asia,High,1970,2.84
ESP,Spain,Europe & Central Asia,High,1971,2.9
ESP,Spain,Europe & Central Asia,High,1972,2.87
ESP,Spain,Europe & Central Asia,High,1973,2.84
ESP,Spain,Europe & Central Asia,High,1974,2.88
ESP,Spain,Europe & Central Asia,High,1975,2.77
ESP,Spain,Europe & Central Asia,High,1976,2.77
ESP,Spain,Europe & Central Asia,High,1977,2.65
ESP,Spain,Europe & Central Asia,High,1978,2.54
ESP,Spain,Europe & Central Asia,High,1979,2.37
ESP,Spain,Europe & Central Asia,High,1980,2.22
ESP,Spain,Europe & Central Asia,High,1981,2.04
ESP,Spain,Europe & Central Asia,High,1982,1.94
ESP,Spain,Europe & Central Asia,High,1983,1.8
ESP,Spain,Europe & Central Asia,High,1984,1.73
ESP,Spain,Europe & Central Asia,High,1985,1.64
ESP,Spain,Europe & Central Asia,High,1986,1.56
ESP,Spain,Europe & Central Asia,High,1987,1.49
ESP,Spain,Europe & Central Asia,High,1988,1.45
ESP,Spain,Europe & Central Asia,High,1989,1.4
ESP,Spain,Europe & Central Asia,High,1990,1.36
ESP,Spain,Europe & Central Asia,High,1991,1.33
ESP,Spain,Europe & Central Asia,High,1992,1.31
ESP,Spain,Europe & Central Asia,High,1993,1.26
ESP,Spain,Europe & Central Asia,High,1994,1.19
ESP,Spain,Europe & Central Asia,High,1995,1.16
ESP,Spain,Europe & Central Asia,High,1996,1.14
ESP,Spain,Europe & Central Asia,High,1997,1.15
ESP,Spain,Europe & Central Asia,High,1998,1.13
ESP,Spain,Europe & Central Asia,High,1999,1.17
ESP,Spain,Europe & Central Asia,High,2000,1.22
ESP,Spain,Europe & Central Asia,High,2001,1.23
ESP,Spain,Europe & Central Asia,High,2002,1.25
ESP,Spain,Europe & Central Asia,High,2003,1.3
ESP,Spain,Europe & Central Asia,High,2004,1.31
ESP,Spain,Europe & Central Asia,High,2005,1.33
ESP,Spain,Europe & Central Asia,High,2006,1.36
ESP,Spain,Europe & Central Asia,High,2007,1.38
ESP,Spain,Europe & Central Asia,High,2008,1.45
ESP,Spain,Europe & Central Asia,High,2009,1.38
ESP,Spain,Europe & Central Asia,High,2010,1.37
ESP,Spain,Europe & Central Asia,High,2011,1.34
ESP,Spain,Europe & Central Asia,High,2012,1.32
ESP,Spain,Europe & Central Asia,High,2013,1.27
ESP,Spain,Europe & Central Asia,High,2014,1.32
ESP,Spain,Europe & Central Asia,High,2015,1.33
ESP,Spain,Europe & Central Asia,High,2016,1.34
ESP,Spain,Europe & Central Asia,High,2017,1.31
ESP,Spain,Europe & Central Asia,High,2018,1.26
ESP,Spain,Europe & Central Asia,High,2019,1.23
ESP,Spain,Europe & Central Asia,High,2020,1.19
ESP,Spain,Europe & Central Asia,High,2021,1.19
ESP,Spain,Europe & Central Asia,High,2022,1.16
LKA,Sri Lanka,South Asia,Lower middle,1960,5.465
LKA,Sri Lanka,South Asia,Lower middle,1961,5.331
LKA,Sri Lanka,South Asia,Lower middle,1962,5.261
LKA,Sri Lanka,South Asia,Lower middle,1963,5.211
LKA,Sri Lanka,South Asia,Lower middle,1964,5.135
LKA,Sri Lanka,South Asia,Lower middle,1965,5.004
LKA,Sri Lanka,South Asia,Lower middle,1966,4.884
LKA,Sri Lanka,South Asia,Lower middle,1967,4.855
LKA,Sri Lanka,South Asia,Lower middle,1968,4.682
LKA,Sri Lanka,South Asia,Lower middle,1969,4.5
LKA,Sri Lanka,South Asia,Lower middle,1970,4.361
LKA,Sri Lanka,South Asia,Lower middle,1971,4.242
LKA,Sri Lanka,South Asia,Lower middle,1972,4.147
LKA,Sri Lanka,South Asia,Lower middle,1973,4.033
LKA,Sri Lanka,South Asia,Lower middle,1974,3.848
LKA,Sri Lanka,South Asia,Lower middle,1975,3.792
LKA,Sri Lanka,South Asia,Lower middle,1976,3.746
LKA,Sri Lanka,South Asia,Lower middle,1977,3.676
LKA,Sri Lanka,South Asia,Lower middle,1978,3.724
LKA,Sri Lanka,South Asia,Lower middle,1979,3.74
LKA,Sri Lanka,South Asia,Lower middle,1980,3.643
LKA,Sri Lanka,South Asia,Lower middle,1981,3.576
LKA,Sri Lanka,South Asia,Lower middle,1982,3.298
LKA,Sri Lanka,South Asia,Lower middle,1983,3.093
LKA,Sri Lanka,South Asia,Lower middle,1984,2.988
LKA,Sri Lanka,South Asia,Lower middle,1985,2.879
LKA,Sri Lanka,South Asia,Lower middle,1986,2.744
LKA,Sri Lanka,South Asia,Lower middle,1987,2.657
LKA,Sri Lanka,South Asia,Lower middle,1988,2.565
LKA,Sri Lanka,South Asia,Lower middle,1989,2.558
LKA,Sri Lanka,South Asia,Lower middle,1990,2.517
LKA,Sri Lanka,South Asia,Lower middle,1991,2.5
LKA,Sri Lanka,South Asia,Lower middle,1992,2.483
LKA,Sri Lanka,South Asia,Lower middle,1993,2.406
LKA,Sri Lanka,South Asia,Lower middle,1994,2.343
LKA,Sri Lanka,South Asia,Lower middle,1995,2.295
LKA,Sri Lanka,South Asia,Lower middle,1996,2.238
LKA,Sri Lanka,South Asia,Lower middle,1997,2.182
LKA,Sri Lanka,South Asia,Lower middle,1998,2.116
LKA,Sri Lanka,South Asia,Lower middle,1999,2.138
LKA,Sri Lanka,South Asia,Lower middle,2000,2.191
LKA,Sri Lanka,South Asia,Lower middle,2001,2.261
LKA,Sri Lanka,South Asia,Lower middle,2002,2.275
LKA,Sri Lanka,South Asia,Lower middle,2003,2.276
LKA,Sri Lanka,South Asia,Lower middle,2004,2.267
LKA,Sri Lanka,South Asia,Lower middle,2005,2.283
LKA,Sri Lanka,South Asia,Lower middle,2006,2.344
LKA,Sri Lanka,South Asia,Lower middle,2007,2.327
LKA,Sri Lanka,South Asia,Lower middle,2008,2.275
LKA,Sri Lanka,South Asia,Lower middle,2009,2.224
LKA,Sri Lanka,South Asia,Lower middle,2010,2.196
LKA,Sri Lanka,South Asia,Lower middle,2011,2.206
LKA,Sri Lanka,South Asia,Lower middle,2012,2.196
LKA,Sri Lanka,South Asia,Lower middle,2013,2.181
LKA,Sri Lanka,South Asia,Lower middle,2014,2.13
LKA,Sri Lanka,South Asia,Lower middle,2015,2.091
LKA,Sri Lanka,South Asia,Lower middle,2016,2.068
LKA,Sri Lanka,South Asia,Lower middle,2017,2.053
LKA,Sri Lanka,South Asia,Lower middle,2018,2.031
LKA,Sri Lanka,South Asia,Lower middle,2019,2.019
LKA,Sri Lanka,South Asia,Lower middle,2020,2
LKA,Sri Lanka,South Asia,Lower middle,2021,1.99
LKA,Sri Lanka,South Asia,Lower middle,2022,1.974
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1960,7.169
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1961,6.924
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1962,6.687
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1963,6.735
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1964,6.661
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1965,6.535
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1966,6.273
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1967,5.865
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1968,5.498
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1969,5.263
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1970,5.007
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1971,4.775
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1972,4.355
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1973,4.14
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1974,3.98
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1975,3.851
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1976,3.773
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1977,3.646
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1978,3.419
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1979,3.331
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1980,3.345
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1981,3.392
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1982,3.451
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1983,3.248
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1984,3.055
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1985,3.004
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1986,2.862
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1987,2.769
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1988,2.744
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1989,2.78
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1990,2.793
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1991,2.622
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1992,2.448
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1993,2.402
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1994,2.35
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1995,2.36
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1996,2.325
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1997,2.393
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1998,2.376
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,1999,2.327
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2000,2.196
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2001,2.086
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2002,2.038
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2003,2.004
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2004,1.964
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2005,1.931
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2006,1.902
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2007,1.871
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2008,1.833
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2009,1.8
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2010,1.762
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2011,1.74
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2012,1.713
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2013,1.682
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2014,1.665
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2015,1.643
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2016,1.633
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2017,1.61
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2018,1.587
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2019,1.568
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2020,1.55
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2021,1.531
KNA,St. Kitts & Nevis,Latin America & Caribbean,High,2022,1.512
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1960,6.967
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1961,6.931
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1962,6.88
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1963,6.821
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1964,6.758
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1965,6.688
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1966,6.607
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1967,6.508
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1968,6.387
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1969,6.249
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1970,6.101
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1971,5.953
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1972,5.813
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1973,5.686
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1974,5.571
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1975,5.462
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1976,5.347
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1977,5.216
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1978,5.064
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1979,4.891
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1980,4.703
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1981,4.512
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1982,4.328
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1983,4.161
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1984,4.014
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1985,3.888
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1986,3.781
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1987,3.683
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1988,3.589
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1989,3.495
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1990,3.399
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1991,3.302
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1992,3.203
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1993,3.104
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1994,3.001
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1995,2.892
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1996,2.772
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1997,2.641
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1998,2.499
LCA,St. Lucia,Latin America & Caribbean,Upper middle,1999,2.35
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2000,2.202
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2001,2.06
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2002,1.933
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2003,1.826
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2004,1.74
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2005,1.675
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2006,1.63
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2007,1.598
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2008,1.574
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2009,1.555
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2010,1.538
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2011,1.522
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2012,1.508
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2013,1.496
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2014,1.485
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2015,1.473
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2016,1.461
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2017,1.448
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2018,1.436
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2019,1.424
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2020,1.411
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2021,1.399
LCA,St. Lucia,Latin America & Caribbean,Upper middle,2022,1.387
MAF,St. Martin,Latin America & Caribbean,High,1960,5.948
MAF,St. Martin,Latin America & Caribbean,High,1961,5.957
MAF,St. Martin,Latin America & Caribbean,High,1962,5.947
MAF,St. Martin,Latin America & Caribbean,High,1963,5.94
MAF,St. Martin,Latin America & Caribbean,High,1964,5.933
MAF,St. Martin,Latin America & Caribbean,High,1965,5.916
MAF,St. Martin,Latin America & Caribbean,High,1966,5.892
MAF,St. Martin,Latin America & Caribbean,High,1967,5.864
MAF,St. Martin,Latin America & Caribbean,High,1968,5.842
MAF,St. Martin,Latin America & Caribbean,High,1969,5.795
MAF,St. Martin,Latin America & Caribbean,High,1970,5.734
MAF,St. Martin,Latin America & Caribbean,High,1971,5.654
MAF,St. Martin,Latin America & Caribbean,High,1972,5.559
MAF,St. Martin,Latin America & Caribbean,High,1973,5.431
MAF,St. Martin,Latin America & Caribbean,High,1974,5.276
MAF,St. Martin,Latin America & Caribbean,High,1975,5.094
MAF,St. Martin,Latin America & Caribbean,High,1976,4.905
MAF,St. Martin,Latin America & Caribbean,High,1977,4.706
MAF,St. Martin,Latin America & Caribbean,High,1978,4.497
MAF,St. Martin,Latin America & Caribbean,High,1979,4.307
MAF,St. Martin,Latin America & Caribbean,High,1980,4.12
MAF,St. Martin,Latin America & Caribbean,High,1981,3.918
MAF,St. Martin,Latin America & Caribbean,High,1982,3.7
MAF,St. Martin,Latin America & Caribbean,High,1983,3.522
MAF,St. Martin,Latin America & Caribbean,High,1984,3.381
MAF,St. Martin,Latin America & Caribbean,High,1985,3.266
